datasets/food_101_dataset/sushi/sushi_364.jpg 1
datasets/food_101_dataset/sandwich/pulled_pork_sandwich_275.jpg 0
datasets/food_101_dataset/sandwich/grilled_cheese_sandwich_642.jpg 0
datasets/food_101_dataset/sushi/sushi_312.jpg 1
datasets/food_101_dataset/sushi/sushi_251.jpg 1
datasets/food_101_dataset/sushi/sushi_305.jpg 1
datasets/food_101_dataset/sandwich/pulled_pork_sandwich_549.jpg 0
datasets/food_101_dataset/sushi/sushi_576.jpg 1
datasets/food_101_dataset/sandwich/pulled_pork_sandwich_424.jpg 0
datasets/food_101_dataset/sushi/sushi_206.jpg 1
datasets/food_101_dataset/sandwich/lobster_roll_sandwich_828.jpg 0
datasets/food_101_dataset/sandwich/club_sandwich_161.jpg 0
datasets/food_101_dataset/sandwich/club_sandwich_702.jpg 0
datasets/food_101_dataset/sushi/sushi_860.jpg 1
datasets/food_101_dataset/sandwich/grilled_cheese_sandwich_692.jpg 0
datasets/food_101_dataset/sushi/sushi_163.jpg 1
datasets/food_101_dataset/sushi/sushi_555.jpg 1
datasets/food_101_dataset/sandwich/grilled_cheese_sandwich_286.jpg 0
datasets/food_101_dataset/sandwich/pulled_pork_sandwich_390.jpg 0
datasets/food_101_dataset/sandwich/lobster_roll_sandwich_878.jpg 0
datasets/food_101_dataset/sandwich/grilled_cheese_sandwich_330.jpg 0
datasets/food_101_dataset/sandwich/lobster_roll_sandwich_119.jpg 0
datasets/food_101_dataset/sushi/sushi_186.jpg 1
datasets/food_101_dataset/sushi/sushi_795.jpg 1
datasets/food_101_dataset/sushi/sushi_436.jpg 1
datasets/food_101_dataset/sandwich/pulled_pork_sandwich_938.jpg 0
datasets/food_101_dataset/sushi/sushi_922.jpg 1
datasets/food_101_dataset/sandwich/club_sandwich_585.jpg 0
datasets/food_101_dataset/sandwich/lobster_roll_sandwich_810.jpg 0
datasets/food_101_dataset/sushi/sushi_985.jpg 1
datasets/food_101_dataset/sandwich/pulled_pork_sandwich_580.jpg 0
datasets/food_101_dataset/sushi/sushi_602.jpg 1
datasets/food_101_dataset/sushi/sushi_499.jpg 1
datasets/food_101_dataset/sandwich/lobster_roll_sandwich_458.jpg 0
datasets/food_101_dataset/sandwich/pulled_pork_sandwich_144.jpg 0
datasets/food_101_dataset/sushi/sushi_837.jpg 1
datasets/food_101_dataset/sushi/sushi_17.jpg 1
datasets/food_101_dataset/sushi/sushi_758.jpg 1
datasets/food_101_dataset/sandwich/pulled_pork_sandwich_503.jpg 0
datasets/food_101_dataset/sushi/sushi_347.jpg 1
datasets/food_101_dataset/sushi/sushi_437.jpg 1
datasets/food_101_dataset/sushi/sushi_257.jpg 1
